id,age,household_income,weight,height,children,happiness,fitness,food_expenses,alcohol_expenses,tattoos,rhine_swimming,data_use,consultations,anual_hiking_hours,sex,education,confession,fasnacht_active,eye_correction
bas_PSSTF,30.6,4600,99.8,184,1,5,3,407,15,5,4,89,2,31,male,apprenticeship,catholic,no,yes
bas_NAJPS,55.6,7700,56.2,153.9,1,8,2,354,23,0,8,57,3,70,female,obligatory_school,catholic,no,yes
bas_LZSXO,48.9,5700,74.8,176.9,2,6,4,573,18,4,3,133,4,14,female,SEK_III,confessionless,yes,yes
bas_UXCKK,51,8500,67.3,164.8,1,9,5,258,11,0,0,99,6,35,female,SEK_II,catholic,no,no
bas_URWDB,22.8,8e3,62.8,171.1,1,8,6,413,29,0,1,81,6,49,female,SEK_III,catholic,no,yes
bas_ECJEH,34.5,7100,87.5,176.6,2,9,7,436,50,0,3,71,4,35,male,SEK_III,confessionless,no,yes
bas_EDWKE,66.1,7600,83.4,178.5,2,9,7,398,20,0,3,91,4,121,male,SEK_III,confessionless,no,no
bas_PVGCB,39.4,10300,97,179.8,1,9,7,512,39,7,7,105,3,94,male,apprenticeship,catholic,no,no
bas_RYQSA,48.5,8800,98.9,190.5,1,9,4,408,27,0,6,82,4,71,male,obligatory_school,catholic,no,yes
bas_DJTSV,50.6,7400,76.3,174.8,1,5,3,318,47,3,3,66,4,49,male,apprenticeship,evangelical-reformed,no,no
bas_QKSSK,52.1,7100,100.2,189.3,1,7,7,464,53,0,5,105,4,111,male,obligatory_school,catholic,no,no
bas_HBTHK,75.3,9200,68.8,177.5,0,8,2,455,31,0,4,77,3,29,male,apprenticeship,catholic,no,yes
bas_XIQIH,66.1,7500,85.9,184.4,2,7,5,440,40,0,2,80,2,48,male,apprenticeship,evangelical-reformed,no,yes
bas_BWKVS,44.2,7e3,71.8,187.1,4,9,3,358,0,0,3,90,2,51,male,apprenticeship,confessionless,no,yes
bas_TRWBL,41.4,6900,63.6,178.3,3,9,7,534,19,0,1,52,5,58,female,apprenticeship,catholic,no,yes
bas_VMRPU,51.8,7100,89.4,174.3,1,5,2,504,29,1,4,156,1,43,male,apprenticeship,confessionless,no,yes
bas_EMADD,43.2,6300,60,170.1,3,7,7,536,23,0,2,96,5,59,female,SEK_III,confessionless,no,yes
bas_WPSFZ,41.8,4600,63.3,150.9,0,5,3,355,41,0,4,46,5,59,female,apprenticeship,confessionless,no,yes
bas_DETEA,57.3,6900,65.5,181.1,3,7,5,623,25,6,4,106,4,117,male,apprenticeship,evangelical-reformed,no,no
bas_OLYJH,48,8300,70.1,152.5,2,6,8,400,24,0,5,109,3,49,female,SEK_III,catholic,no,yes
bas_PKWCV,18.5,9e3,66,183.5,1,9,8,472,0,0,3,83,2,40,male,apprenticeship,evangelical-reformed,no,yes
bas_DKFQO,22,6700,70,160.5,1,6,3,552,21,0,0,57,5,65,female,SEK_III,confessionless,no,yes
bas_OBNPP,26.8,7800,60.7,169.3,1,9,4,554,12,8,1,77,5,58,female,SEK_III,evangelical-reformed,no,yes
bas_RKNBM,25.4,7800,71.2,161.8,5,6,4,485,32,5,6,77,2,37,female,SEK_III,confessionless,no,no
bas_IJXJM,50.1,6900,66.4,174.9,1,9,7,566,0,4,6,83,5,63,female,apprenticeship,evangelical-reformed,no,yes
bas_URKFB,43.4,8700,77.7,163.9,1,5,3,543,12,6,0,103,3,62,female,SEK_III,other,no,yes
bas_YUPKM,21.6,8500,56.3,182,2,9,3,570,48,2,2,74,5,44,female,SEK_III,catholic,no,yes
bas_OGARN,66.1,7800,55,163.8,1,7,7,415,24,4,2,89,4,76,female,apprenticeship,other,no,yes
bas_SXPTG,53.9,7400,81,187.8,4,8,4,520,0,6,6,115,2,55,male,apprenticeship,evangelical-reformed,no,no
bas_NBSNX,81.9,5300,71.9,160.1,2,8,4,526,43,0,3,44,5,34,female,obligatory_school,catholic,no,yes
bas_PQPJI,64.9,9600,105.7,163.2,4,7,5,361,26,0,5,105,4,24,male,apprenticeship,catholic,no,yes
bas_QMBYV,66.1,5900,77.4,177.9,1,8,5,390,23,6,5,91,2,17,female,SEK_II,other,no,yes
bas_HZKLI,45.9,7300,69.6,172.5,0,9,5,519,25,0,2,91,2,22,female,apprenticeship,catholic,no,yes
bas_CBVBC,40.6,9900,79.4,168.1,0,9,5,494,0,4,4,87,3,74,male,SEK_II,catholic,no,no
bas_GUEIL,83.4,9800,82.4,165.6,3,9,3,447,37,1,4,71,4,56,male,apprenticeship,evangelical-reformed,no,yes
bas_QFSWS,49.9,6400,66,179,4,9,10,385,0,0,3,55,3,44,female,obligatory_school,confessionless,no,yes
bas_ZPMZJ,52.5,5200,78.6,180.7,1,7,8,506,0,2,2,82,4,50,male,SEK_III,catholic,no,yes
bas_GPJLF,55.7,5900,82.9,199.7,2,6,6,483,58,0,3,77,1,41,male,SEK_III,catholic,no,yes
bas_KSBIX,60.5,8400,99,181.7,1,7,6,441,27,0,6,102,1,40,male,apprenticeship,catholic,no,yes
bas_RSZGN,26.6,5400,83,190.5,1,8,2,377,32,4,9,104,2,62,male,SEK_III,confessionless,no,yes
bas_YVGOA,28.4,5800,88.5,173.2,2,7,5,462,50,0,3,83,2,79,male,SEK_III,catholic,no,no
bas_NXXIO,43.6,8100,68,162.6,1,8,6,296,0,6,2,92,3,47,female,apprenticeship,evangelical-reformed,no,yes
bas_VIGKM,66.8,6600,61.6,172.3,1,8,4,560,32,0,7,96,3,40,male,apprenticeship,other,no,no
bas_CIEJM,42.3,7600,58.3,166.2,6,8,6,508,25,3,4,75,3,85,female,SEK_III,catholic,no,yes
bas_NXAKL,66.1,8500,78.4,185.5,1,9,9,494,31,7,0,53,2,31,male,SEK_III,catholic,no,yes
bas_QOSWD,62.5,9400,74.5,189.1,3,9,6,347,50,3,5,121,4,47,male,apprenticeship,confessionless,no,no
bas_LYWWD,24.6,4800,79.8,198.4,0,5,3,507,56,5,5,105,3,71,male,obligatory_school,evangelical-reformed,no,yes
bas_ZKFIB,21.1,8900,62.8,188.6,2,9,3,482,64,0,5,98,3,70,male,SEK_II,confessionless,no,yes
bas_GRCCO,67.6,7e3,59.9,157.8,1,6,4,520,39,0,3,93,8,38,female,SEK_III,evangelical-reformed,no,yes
bas_ZUYCA,90.4,6600,97.4,172.7,1,9,3,400,28,7,5,82,2,75,male,apprenticeship,catholic,no,yes
bas_AIVWS,68.7,8800,79.8,172.3,1,9,1,387,38,0,2,79,4,82,male,apprenticeship,catholic,no,yes
bas_BKYSJ,30.8,6e3,61.3,179.2,3,6,2,463,18,5,2,97,3,93,male,SEK_III,catholic,no,no
bas_HAZHO,28.7,6500,70.9,156.2,0,9,5,376,21,2,3,98,4,78,female,SEK_III,catholic,no,yes
bas_OZEBO,52.8,6200,68.7,158.6,2,9,8,575,24,0,6,75,7,29,female,obligatory_school,other,no,yes
bas_NWTLN,66.1,8500,86.1,169.1,4,9,7,539,57,0,1,76,3,50,male,SEK_III,confessionless,no,no
bas_SKAEV,62.6,7e3,66.8,156.8,2,9,7,645,22,1,8,78,2,91,female,obligatory_school,evangelical-reformed,no,no
bas_XUHFW,47.3,7300,83.5,169.4,2,6,4,426,28,0,3,79,2,94,male,SEK_III,confessionless,no,yes
bas_MGZZE,35.4,7200,83.5,179,2,6,10,365,29,0,6,74,2,44,male,apprenticeship,evangelical-reformed,no,no
bas_WLPAY,53,7600,60,141.2,2,9,3,393,25,0,2,85,3,103,female,SEK_III,evangelical-reformed,no,no
bas_DNRCE,37.6,9400,56.9,176,1,7,8,452,32,0,2,72,3,27,female,SEK_III,evangelical-reformed,no,yes
bas_SVNNK,66.1,6900,74.6,184,1,9,6,415,55,0,5,92,1,53,male,apprenticeship,confessionless,no,yes
bas_SYPXK,31.9,7500,67,185.5,3,9,5,498,62,11,7,64,4,82,male,apprenticeship,confessionless,no,yes
bas_XYRED,19,5900,71.5,152.5,1,5,5,582,39,7,1,40,7,73,female,apprenticeship,confessionless,no,yes
bas_IYQGQ,66.1,6800,75.3,164.6,2,5,5,356,28,7,0,51,5,46,female,apprenticeship,catholic,no,no
bas_SXSHS,66.1,6200,77.2,180.2,3,6,7,388,49,5,6,111,2,104,male,obligatory_school,catholic,no,yes
bas_YAARA,66.5,6900,54.3,163.7,1,6,7,419,29,4,2,78,6,38,female,obligatory_school,confessionless,no,yes
bas_DZXDH,45.9,7500,84.9,169.3,0,8,5,326,15,0,4,80,1,98,male,SEK_III,confessionless,no,yes
bas_LLNEO,48.3,6400,74.4,167.8,3,9,5,542,25,0,3,62,8,39,female,SEK_III,catholic,no,yes
bas_GXHJO,55.8,6900,72.4,160.1,1,9,6,477,28,0,5,77,4,85,female,SEK_III,confessionless,no,yes
bas_ATYYV,66.1,5900,82.9,175.2,4,6,5,378,62,2,4,69,3,131,male,SEK_III,evangelical-reformed,no,yes
bas_IWLWT,26.4,6800,80.6,175.7,3,7,5,482,32,6,11,120,1,55,male,SEK_III,evangelical-reformed,no,no
bas_GAKYR,29.4,6500,61.4,159.6,1,6,4,538,28,2,7,96,4,74,female,apprenticeship,evangelical-reformed,no,yes
bas_TIWLH,23.3,6800,87.6,162.8,1,7,5,264,73,0,5,98,4,29,male,SEK_III,confessionless,no,no
bas_JFSAY,48.6,8400,67.6,186.7,3,9,5,415,37,1,5,73,1,55,female,SEK_III,confessionless,no,yes
bas_VGYTA,37.5,4200,74.6,174.9,1,7,3,428,33,0,6,116,3,44,male,SEK_II,evangelical-reformed,no,yes
bas_EVYKH,44.3,7400,58.4,154.5,2,8,6,438,21,5,1,97,1,110,female,apprenticeship,catholic,no,yes
bas_AHJYV,57.5,6700,65.9,158,3,9,5,338,25,0,2,118,2,56,female,apprenticeship,confessionless,no,no
bas_YWGDH,67.9,9100,73,154.5,0,8,9,504,0,0,6,51,3,102,male,apprenticeship,evangelical-reformed,no,no
bas_SOYAT,43.1,6400,71,182.4,1,8,3,458,23,2,7,82,4,61,female,SEK_III,confessionless,no,no
bas_HIIDN,59.8,6500,56.6,176.9,2,7,2,439,19,1,6,83,3,40,female,apprenticeship,catholic,no,no
bas_AWUAY,47.3,6600,95.6,165,4,9,4,368,44,6,4,67,3,100,male,SEK_II,confessionless,no,yes
bas_XUEVU,90.6,6800,93.7,189.8,2,9,4,525,59,0,2,74,7,97,male,SEK_III,confessionless,no,yes
bas_UPBAF,51.1,6300,68.8,157.8,1,6,2,364,32,4,6,111,4,46,female,obligatory_school,catholic,no,no
bas_IBOXN,32.5,7500,83.9,173,2,9,7,485,36,5,4,75,3,98,male,apprenticeship,evangelical-reformed,no,yes
bas_CWIKT,39.7,7500,91.1,184.9,1,8,6,356,44,7,4,84,3,60,male,apprenticeship,catholic,no,yes
bas_RXUIM,62.3,9500,80.8,205,3,9,3,420,29,5,4,52,2,110,male,SEK_III,other,no,yes
bas_XBUZW,81.5,8e3,64.4,155.1,1,7,4,481,26,0,3,108,2,62,female,apprenticeship,evangelical-reformed,no,no
bas_BSXQM,65.8,6e3,77.1,163.7,2,9,7,519,27,0,5,126,7,67,female,obligatory_school,other,no,yes
bas_CMHZE,46,4800,70.2,151.4,0,9,3,347,0,4,4,71,3,61,female,obligatory_school,muslim,no,yes
bas_EZWBF,39.7,7200,60.9,159.1,1,7,1,412,36,0,5,50,6,58,female,SEK_III,other,no,yes
bas_EVEWV,37.3,6900,85.8,169.5,1,7,3,302,0,0,0,127,3,61,male,apprenticeship,other,no,yes
bas_JSCOV,40.5,5800,63.5,160.5,3,6,1,399,0,0,0,120,4,38,female,apprenticeship,evangelical-reformed,no,yes
bas_IGBOT,66,8100,61.5,167.1,3,9,3,390,0,0,0,75,4,70,male,SEK_III,catholic,no,no
bas_XMDCU,55.9,7400,62.1,175.7,1,9,5,460,40,0,0,67,4,38,female,apprenticeship,confessionless,no,no
bas_XRWJD,61.5,1e4,95.2,170.9,1,8,8,413,22,0,7,102,2,73,male,apprenticeship,evangelical-reformed,no,yes
bas_QRIAL,66.1,6400,59.4,155.9,2,9,5,434,27,0,5,87,7,53,female,apprenticeship,confessionless,no,no
bas_ENYFI,29.3,6700,73.5,164.2,2,7,7,353,19,0,2,77,6,72,female,SEK_III,evangelical-reformed,no,yes
bas_DRUAK,49.3,7500,94.6,177.7,0,7,0,510,41,3,7,116,3,88,male,SEK_III,catholic,no,yes
bas_XHXST,76.4,6500,77.2,168.4,1,6,4,330,21,8,3,86,3,48,male,apprenticeship,evangelical-reformed,no,yes
bas_XFAYF,33.7,7100,85.8,178.8,1,5,4,462,42,0,5,110,0,81,male,apprenticeship,catholic,no,yes
bas_QYOSV,66,8700,46.1,173.8,3,9,5,390,29,0,3,75,7,62,female,SEK_II,confessionless,no,yes
bas_BGMDY,70.5,7200,52,163.4,2,8,5,433,0,0,5,86,6,68,female,SEK_III,catholic,no,yes
bas_HATYG,38.5,6900,96.7,193.7,3,7,3,599,35,3,5,109,3,59,male,SEK_III,confessionless,no,yes
bas_QUPRR,42.7,7800,60.4,154.4,3,9,4,432,21,1,8,97,6,58,female,SEK_II,evangelical-reformed,no,yes
bas_IGFSZ,44.3,4500,106,177.5,3,6,5,696,0,10,2,88,4,72,male,apprenticeship,catholic,no,no
bas_QDLYE,26.5,9800,71.5,161.8,1,9,6,629,23,0,2,74,1,64,female,SEK_II,confessionless,no,no
bas_LOTFE,66.6,5900,64.7,179.6,2,10,5,292,42,0,6,118,6,83,male,apprenticeship,evangelical-reformed,no,yes
bas_CKKYL,66.1,4500,77,159.6,4,8,4,416,18,5,4,97,2,46,male,obligatory_school,muslim,no,no
bas_KYMAZ,55.5,5700,93.3,186.4,1,9,1,325,56,4,5,91,3,101,male,obligatory_school,catholic,no,yes
bas_FHZQK,43.8,5700,105.2,189.9,4,9,3,531,48,0,6,76,3,69,male,SEK_III,catholic,no,no
bas_COANU,66.1,7700,69.3,175.3,3,9,5,431,28,6,2,66,4,79,female,obligatory_school,other,no,yes
bas_ZKIXA,37.1,7400,93.9,178.9,1,9,2,393,45,5,10,86,3,93,male,apprenticeship,confessionless,no,no
bas_QXCYH,27.9,7900,74.4,169.1,3,7,5,297,53,4,7,109,3,57,male,obligatory_school,other,no,yes
bas_TPZWT,66.1,4700,50.8,156.9,2,5,1,415,0,0,3,101,5,54,female,SEK_II,evangelical-reformed,no,yes
bas_YIWDZ,37.4,6500,68.3,171.1,3,9,6,366,0,0,8,81,7,94,female,apprenticeship,confessionless,no,no
bas_CGTXW,51.8,7400,80.4,182.6,3,6,3,343,13,4,6,64,6,95,male,apprenticeship,evangelical-reformed,no,yes
bas_CILKB,51.7,5900,75.9,188.8,0,5,6,561,30,0,4,83,3,48,male,apprenticeship,evangelical-reformed,no,yes
bas_NGLFK,27.5,7900,93.9,191.1,2,8,6,492,63,0,7,106,3,75,male,SEK_III,evangelical-reformed,no,yes
bas_EICAJ,20.5,6900,83.8,168.8,3,9,4,425,30,3,5,111,3,64,male,SEK_III,catholic,no,yes
bas_SUWRJ,51.7,5600,59.7,154.6,3,9,8,332,28,4,5,57,6,76,female,apprenticeship,evangelical-reformed,no,no
bas_JCHEI,63,7600,91.5,168.3,1,9,7,348,59,7,1,83,2,23,male,SEK_III,catholic,no,yes
bas_EGXCZ,33.6,5700,67.5,153,3,9,9,492,29,5,2,86,5,62,female,SEK_III,confessionless,no,yes
bas_YOYWE,23,6500,71.6,198.3,1,9,5,391,18,4,7,34,4,68,male,apprenticeship,evangelical-reformed,no,no
bas_JNNKY,54.3,8200,69.3,165.4,5,8,7,376,38,0,2,81,2,133,male,apprenticeship,confessionless,yes,no
bas_WETQY,54.7,8100,89,180.6,2,7,5,550,36,2,0,58,4,17,male,apprenticeship,other,no,yes
bas_TLQZZ,70.2,6100,88.3,187,1,6,3,441,37,3,8,101,3,48,male,SEK_III,confessionless,no,no
bas_PEJPD,49.1,7900,90.6,184.6,1,5,5,639,47,0,1,89,3,26,male,apprenticeship,catholic,no,yes
bas_CNOGF,48,5500,61.6,167.1,2,8,5,511,17,6,4,56,5,125,female,SEK_III,confessionless,no,yes
bas_QEGMP,40.5,9600,74.1,167.2,1,9,5,447,19,0,8,95,1,34,female,SEK_III,catholic,no,yes
bas_WDNRR,37.8,7600,62.6,167.8,1,9,4,444,31,2,0,68,2,60,female,obligatory_school,confessionless,no,no
bas_YGSWY,57,6500,64.6,165.4,3,8,5,356,20,0,4,72,3,77,female,apprenticeship,confessionless,no,yes
bas_RQABZ,57.6,7800,56.7,172.5,4,8,4,376,27,0,3,123,7,84,female,apprenticeship,catholic,no,yes
bas_RFEOP,66.1,5e3,52.6,176.7,3,9,5,465,33,3,1,101,5,70,male,SEK_II,confessionless,no,no
bas_QXFLK,24.3,5e3,57.6,166,3,8,7,358,39,3,5,86,3,58,female,obligatory_school,evangelical-reformed,no,yes
bas_IOSUI,66.1,6500,66.1,193.4,2,6,3,357,14,0,5,101,3,43,male,SEK_III,confessionless,yes,no
bas_SJRIJ,28.1,7400,85.8,183.3,2,8,8,557,44,0,2,83,2,53,male,obligatory_school,confessionless,no,no
bas_DVDRN,46.4,8800,54.9,151.2,4,6,3,556,0,0,0,83,8,62,female,obligatory_school,evangelical-reformed,no,yes
bas_MWKXX,64.4,6800,60.9,152.7,3,6,4,368,31,4,7,62,5,59,female,SEK_III,catholic,no,no
bas_XAAUH,56.4,5500,70.6,180.1,1,8,6,395,0,0,5,79,5,63,female,SEK_III,evangelical-reformed,no,no
bas_ICEOX,69.8,6100,65.1,178.9,1,5,1,409,37,0,1,106,2,54,female,SEK_III,evangelical-reformed,no,yes
bas_ULXBH,32,7700,84.6,203,0,6,5,445,40,0,4,123,4,41,male,SEK_III,evangelical-reformed,no,yes
bas_QIDZR,31.3,7700,59.8,162.3,2,6,5,504,30,7,3,40,2,62,female,apprenticeship,muslim,yes,yes
bas_CDMIY,18.9,7500,88.5,179.6,2,9,7,448,58,0,8,95,5,53,male,SEK_III,confessionless,no,no
bas_TRAHY,66.1,7600,81.4,180.1,1,7,2,385,38,4,2,78,0,50,male,apprenticeship,catholic,no,no
bas_RAGGP,43.1,7500,59.1,170.7,0,7,7,336,39,0,4,78,2,74,female,apprenticeship,evangelical-reformed,no,yes
bas_MBOXF,57.9,7e3,54.1,156.1,2,5,3,424,39,3,4,98,3,69,female,SEK_III,evangelical-reformed,no,no
bas_TWEQR,67.2,6900,101.5,191.4,2,7,5,498,0,0,5,115,4,82,male,apprenticeship,catholic,no,yes
bas_YNYGM,27.8,7200,74.8,169.8,2,9,8,285,34,0,6,97,3,56,male,SEK_III,catholic,no,yes
bas_VVSPQ,53.1,7600,53.8,167.6,3,6,3,525,14,0,0,69,5,46,female,obligatory_school,evangelical-reformed,no,yes
bas_WWZNN,30.6,8400,85.9,188.5,1,9,3,536,13,4,6,105,5,18,male,obligatory_school,evangelical-reformed,no,no
bas_JXMLN,65.3,7600,106.5,185.6,0,9,4,426,57,0,2,82,2,67,male,SEK_III,confessionless,no,yes
bas_INUPP,40.8,6200,66.1,167.6,2,5,9,390,44,0,7,93,3,68,male,obligatory_school,catholic,no,yes
bas_FHVUZ,37,8e3,100.1,184.4,4,6,3,509,36,0,1,76,1,96,male,obligatory_school,evangelical-reformed,no,no
bas_CAMYV,61.5,7700,81.2,171.7,2,9,6,466,37,2,5,76,2,82,male,apprenticeship,catholic,no,no
bas_EPIUF,22.9,7400,78.5,188.8,1,6,6,357,36,7,3,112,4,99,male,SEK_III,catholic,no,no
bas_HFLQW,50,7200,81.2,158.8,0,8,2,256,16,0,3,106,3,46,female,SEK_III,confessionless,no,yes
bas_MNAOO,40.3,8100,68.5,171.4,1,5,3,445,30,2,6,108,5,88,female,apprenticeship,evangelical-reformed,no,yes
bas_FGAZQ,66.1,6800,98.1,187,0,9,4,429,0,5,3,96,3,65,male,SEK_III,evangelical-reformed,no,yes
bas_GKHIS,48.1,8100,71.1,180.3,1,6,2,466,36,0,5,130,2,46,female,SEK_III,confessionless,no,no
bas_BIUTU,28,6100,57.9,152.6,3,9,4,557,41,0,7,59,0,54,female,SEK_III,catholic,no,yes
bas_NPNAE,39,7100,75.9,184.8,4,9,6,495,26,0,7,61,2,71,male,SEK_III,other,no,yes
bas_YGXVC,24.4,9400,92.8,177.7,3,9,4,400,45,2,6,104,1,63,male,SEK_III,confessionless,no,no
bas_PTIAF,58.7,6800,71,170.4,2,6,4,535,29,0,2,56,5,76,female,SEK_II,other,no,yes
bas_DLVIL,56.5,5600,64.4,164.3,1,7,4,476,31,2,3,83,1,100,female,SEK_II,evangelical-reformed,no,yes
bas_GDISY,71.7,6700,53.7,149.8,3,9,6,458,17,2,1,84,6,63,female,SEK_II,evangelical-reformed,no,no
bas_BYSGO,66.1,7e3,90.8,171.9,1,8,3,448,55,4,4,99,3,51,male,apprenticeship,confessionless,no,yes
bas_ALEFJ,27.6,6300,79.4,193.6,2,6,8,400,28,5,8,79,5,54,female,obligatory_school,evangelical-reformed,no,yes
bas_VDVKR,24.9,8600,63.2,171,3,9,4,422,35,0,5,86,6,82,female,apprenticeship,other,no,yes
bas_KDDQE,66.7,7100,69.4,169.5,1,9,5,446,35,0,1,110,3,61,female,SEK_III,confessionless,no,no
bas_STTCP,72.6,7500,89.9,165.3,1,7,5,515,55,4,0,89,3,29,male,SEK_III,confessionless,no,yes
bas_HNBCW,59.7,7500,56.8,167,2,8,2,322,30,0,8,72,1,77,female,apprenticeship,evangelical-reformed,no,no
bas_ZMKJE,42.6,8800,68.1,191.3,2,7,7,478,48,4,8,73,1,81,male,obligatory_school,other,no,yes
bas_AVAVE,50.6,6400,67.7,155.4,1,5,3,432,0,0,7,78,7,23,female,apprenticeship,catholic,no,yes
bas_EFDSC,21.4,8e3,87.2,178.6,2,9,1,415,13,0,4,94,5,43,male,SEK_III,muslim,no,no
bas_QKJPJ,36.6,5300,54.9,161.2,2,9,4,660,0,0,1,85,4,40,female,obligatory_school,confessionless,no,yes
bas_XQLQX,18.6,6100,69.2,167,2,5,5,455,17,0,8,69,6,63,female,apprenticeship,evangelical-reformed,no,yes
bas_VODLQ,66.1,6900,82.7,195.9,2,9,4,350,31,0,0,85,3,88,male,SEK_III,evangelical-reformed,no,no
bas_HEEDO,90.5,5300,102.8,190.1,6,8,5,358,54,0,4,78,5,25,male,SEK_II,other,no,yes
bas_YCFSF,39.3,8200,93.6,180.2,1,9,6,358,27,0,1,97,3,0,male,SEK_III,catholic,no,no
bas_PEHQM,23.4,6400,67.5,207,1,8,2,560,28,2,5,97,1,57,male,SEK_III,catholic,no,yes
bas_CHSVK,41.1,8400,59,154.7,3,5,7,487,18,0,3,70,5,70,female,SEK_III,confessionless,no,no
bas_JPZBG,66.1,7700,49.1,163.8,2,9,2,361,18,0,2,117,3,46,female,apprenticeship,confessionless,no,yes
bas_WFAKV,43.5,6800,95.4,182.5,2,8,7,368,0,0,9,64,4,38,male,SEK_III,catholic,no,yes
bas_CLKPQ,26.8,7800,91.9,188.8,1,9,5,481,0,2,3,106,5,84,male,obligatory_school,confessionless,yes,yes
bas_GQLQX,34.7,8600,60.8,181,0,6,6,392,21,0,7,60,3,47,female,SEK_III,catholic,no,yes
bas_NWANG,42.1,10800,76.5,155.4,1,10,8,409,13,0,1,116,4,60,female,SEK_III,confessionless,no,no
bas_GIVTE,35.2,6700,80.2,166.7,1,9,5,331,56,0,8,94,4,59,male,obligatory_school,confessionless,no,yes
bas_DMZRI,87,7300,71.7,189.8,1,7,6,562,43,6,4,87,5,33,male,SEK_III,catholic,no,yes
bas_MYEHE,72.7,4100,68.1,161.7,3,10,5,364,20,8,4,88,5,73,female,obligatory_school,evangelical-reformed,no,yes
bas_PEMMR,66.1,6500,49.2,150.7,2,6,2,433,35,0,0,109,3,83,female,apprenticeship,catholic,no,yes
bas_PENUO,47.9,4700,75.4,161.7,2,7,6,391,0,0,5,86,5,34,female,SEK_III,evangelical-reformed,no,yes
bas_HJRGA,47.8,6100,69.1,154.6,4,7,8,423,18,0,5,99,3,98,female,SEK_II,catholic,no,yes
bas_FXTZD,66.1,7e3,63.6,167.4,3,9,5,453,16,1,7,109,2,99,female,apprenticeship,confessionless,no,no
bas_SBMKK,19.2,5100,70,176,1,7,4,340,42,0,6,120,5,59,female,SEK_III,catholic,no,no
bas_DABBK,35.8,5e3,66,155.8,3,9,5,501,28,4,4,121,7,89,female,apprenticeship,muslim,no,no
bas_WXQEU,66.1,9300,107.3,185.6,0,7,3,321,45,4,1,71,3,84,male,SEK_III,evangelical-reformed,no,yes
bas_JEARF,43.2,6900,71,154.8,2,6,3,290,29,0,0,51,2,62,female,apprenticeship,catholic,no,no
bas_FTZFZ,71.2,6300,93.6,166,1,9,5,544,40,0,4,84,4,118,male,obligatory_school,evangelical-reformed,no,yes
bas_OVIGV,66.1,7300,79,183.9,0,8,5,493,32,0,5,88,1,68,male,apprenticeship,confessionless,no,yes
bas_ICARR,66.1,8600,72.3,159,3,9,6,538,9,0,0,64,5,68,female,apprenticeship,confessionless,no,no
bas_CUBLG,24.6,4400,96,176.6,2,9,6,450,41,0,7,76,3,21,male,apprenticeship,evangelical-reformed,no,yes
bas_PKGRI,55.6,6400,59.5,169.1,1,6,4,250,27,0,4,127,4,83,female,apprenticeship,evangelical-reformed,no,yes
bas_VBZRL,33.2,8500,56.1,161.4,1,8,3,390,37,0,2,81,4,55,female,SEK_II,catholic,no,no
bas_XBHTI,50.2,6500,86.2,168.3,1,6,5,408,44,2,2,95,2,91,male,obligatory_school,catholic,no,yes
bas_RAEEI,66.1,6300,74.9,169.1,2,6,6,423,22,0,5,68,5,53,male,SEK_III,confessionless,no,yes
bas_DPQBU,59.5,8100,67.5,166,1,9,6,454,41,5,3,73,4,77,female,SEK_III,catholic,no,no
bas_DKHHI,30.6,8e3,60.8,157.7,2,9,7,490,24,0,1,91,5,66,female,SEK_III,evangelical-reformed,no,no
bas_CAVUY,56.5,6900,69.4,168.3,2,6,3,356,29,0,2,79,4,28,female,apprenticeship,confessionless,no,yes
bas_VUKKK,28.4,7100,72.3,175.2,2,9,3,522,43,0,4,93,2,51,female,SEK_III,evangelical-reformed,no,yes
bas_RAEYU,44.5,5300,91.5,189.6,2,7,5,521,42,0,3,72,3,69,male,obligatory_school,confessionless,no,yes
bas_NXTAQ,44.4,8900,85.1,194.9,1,9,7,591,35,0,0,104,2,24,male,SEK_III,evangelical-reformed,no,no
bas_SMGCJ,55.5,10200,57.3,190.3,1,9,5,434,38,1,7,69,7,86,female,apprenticeship,evangelical-reformed,no,yes
bas_VZUWP,75.2,7400,59.5,154.6,3,7,6,317,39,4,0,91,1,54,female,obligatory_school,confessionless,no,yes
bas_CSKMZ,66.1,8200,98.9,189.2,1,10,5,602,51,4,1,117,3,13,male,SEK_III,catholic,no,yes
bas_GYCMH,71.6,7900,57.2,159,1,9,4,458,0,0,2,79,7,42,female,apprenticeship,catholic,no,no
bas_OGBCN,31.6,8e3,76.7,181.6,2,5,9,525,53,6,2,67,2,83,male,apprenticeship,catholic,no,yes
bas_DELPD,46.3,6300,62,202.3,2,9,8,407,46,0,0,86,4,8,male,SEK_III,catholic,no,no
bas_WQFSF,66.1,8600,71.6,157.2,1,6,8,356,34,0,8,124,0,69,male,apprenticeship,other,no,yes
bas_BLKIP,23.2,5500,94.2,163.7,2,6,7,477,52,2,1,45,3,63,male,SEK_III,confessionless,no,no
bas_BXZQI,25.5,7400,85.1,164.4,3,9,4,475,22,0,5,92,3,82,male,apprenticeship,confessionless,no,no
bas_JVVNM,59,7900,86.5,165,5,6,4,494,63,0,4,96,1,63,male,apprenticeship,catholic,no,no
bas_UYQSF,43.3,6600,61.4,186,2,6,2,354,43,5,3,91,3,93,male,SEK_III,catholic,no,no
bas_GNEAW,66.1,5700,70.3,149.5,4,9,4,517,26,0,5,60,3,71,female,apprenticeship,evangelical-reformed,no,no
